custid,retained,created,firstorder,lastorder,esent,eopenrate,eclickrate,avgorder,ordfreq,paperless,refill,doorstep,favday,city
G9RTUS,1,10/30/13,10/30/13,10/30/13,40,0,0,30.77,0,1,1,0,Friday,MAA
7CHSDX,1,10/30/13,10/30/13,10/30/13,40,22.5,12.5,40.02,0,1,1,0,Thursday,BOM
TEJ7GM,1,10/31/13,10/31/13,10/31/13,30,26.66666667,0,40.02,0,1,1,0,Friday,BOM
N35Z29,1,10/27/13,11/3/13,1/12/14,35,48.57142857,22.85714286,63.7,0.2,1,1,1,Monday,MAA
GA8MVG,1,10/31/13,11/11/13,1/9/14,38,50,13.15789474,45.42,0.203389831,1,1,0,Friday,BOM
CKGR3K,1,10/31/13,10/31/13,10/31/13,27,18.51851852,0,40.02,0,1,0,0,Monday,DEL
T54MHL,1,10/31/13,10/31/13,10/31/13,30,3.333333333,0,40.13,0,1,1,0,Friday,MAA
4YQEPK,1,10/31/13,11/7/13,11/7/13,32,50,12.5,40.02,0,1,0,0,Monday,DEL
ES6JS4,1,10/31/13,10/31/13,10/31/13,34,23.52941176,11.76470588,40.02,0,1,0,0,Thursday,DEL
28CAY2,0,10/31/13,11/1/13,11/1/13,1,0,0,40,0,1,1,0,Tuesday,MAA
GB39EM,1,10/31/13,10/31/13,10/31/13,29,10.34482759,3.448275862,40.02,0,1,0,0,Monday,DEL
KTV9NG,1,10/31/13,10/31/13,10/31/13,33,0,0,40.02,0,1,0,0,Saturday,MAA
4UXCWF,1,10/31/13,10/31/13,10/31/13,31,25.80645161,0,40.02,0,1,1,0,Friday,DEL
SC6RWQ,0,7/2/13,7/14/13,1/14/14,14,64.28571429,28.57142857,117.94,0.125,0,1,1,Thursday,DEL
JYNFPR,1,10/26/13,10/31/13,10/31/13,31,0,0,72.11,0,1,0,0,Friday,BOM
8M22X9,1,10/31/13,10/31/13,10/31/13,25,64,4,40.02,0,1,0,0,Tuesday,DEL
9W8WTE,0,10/31/13,10/31/13,10/31/13,0,0,0,40.02,0,1,0,0,Friday,BOM
N3ZUNB,1,10/31/13,1/6/14,1/15/14,28,67.85714286,17.85714286,81.23,0.222222222,1,0,0,Tuesday,BLR
8LDPDJ,1,10/31/13,10/31/13,10/31/13,30,0,0,40.02,0,1,0,0,Tuesday,DEL
6FXN6M,1,10/31/13,10/31/13,10/31/13,28,14.28571429,7.142857143,40.02,0,1,0,0,Friday,DEL
5BEYBE,1,10/31/13,10/31/13,10/31/13,30,3.333333333,0,50.79,0,1,1,0,Friday,BOM
VD39B9,1,10/31/13,10/31/13,10/31/13,35,0,0,40.02,0,1,0,0,Friday,DEL
37B6VL,1,10/31/13,10/31/13,10/31/13,34,20.58823529,0,40.02,0,1,0,0,Friday,DEL
MM5FSG,1,10/29/13,10/31/13,11/7/13,27,14.81481481,3.703703704,52.6,0.285714286,1,1,0,Friday,BOM
WGLTQ3,0,10/31/13,10/31/13,10/31/13,0,0,0,40,0,1,0,0,Monday,MAA
FX6JCG,1,10/31/13,10/31/13,10/31/13,28,7.142857143,3.571428571,40.02,0,1,0,0,Friday,DEL
VV5PRG,1,10/28/13,10/31/13,10/31/13,25,16,8,40,0,1,0,0,Monday,MAA
ND7RBS,1,10/31/13,12/3/13,12/3/13,38,18.42105263,13.15789474,44.03,0,1,0,0,Monday,MAA
ACCMUR,1,10/31/13,10/31/13,10/31/13,41,2.43902439,2.43902439,40.02,0,1,0,1,Tuesday,BOM
SUCBMP,1,10/31/13,12/1/13,12/1/13,36,16.66666667,2.777777778,136.87,0,1,0,0,Monday,DEL
BL263M,1,10/31/13,10/31/13,1/14/14,33,72.72727273,18.18181818,48.73,0.08,1,0,0,Wednesday,BOM
QD9LCC,1,10/31/13,11/25/13,11/25/13,31,38.70967742,16.12903226,78.06,0,1,0,0,Tuesday,DEL
DGJ9C8,1,10/31/13,10/31/13,10/31/13,32,15.625,6.25,40,0,1,0,0,Friday,MAA
RMZ4M3,1,10/31/13,11/3/13,11/3/13,30,10,3.333333333,34.78,0,1,0,0,Tuesday,MAA
7YPCC3,1,10/31/13,10/31/13,11/7/13,32,0,0,39.48,0.285714286,1,1,0,Friday,BOM
FSG86E,0,10/31/13,10/31/13,10/31/13,20,50,10,63.79,0,1,0,0,Wednesday,MAA
3NKURK,1,10/31/13,10/31/13,10/31/13,26,61.53846154,0,40.02,0,1,0,0,Tuesday,DEL
D4Z7VY,1,10/31/13,11/13/13,11/13/13,33,6.060606061,0,40.02,0,1,0,0,Thursday,BOM
CTQZR5,1,10/31/13,11/13/13,12/1/13,27,29.62962963,11.11111111,25.07,0.111111111,1,0,0,Thursday,DEL
96HERW,1,10/31/13,11/20/13,11/20/13,38,15.78947368,7.894736842,86.45,0,1,0,0,Saturday,MAA
PA33LX,0,10/31/13,11/1/13,11/1/13,15,13.33333333,0,48.16,0,1,0,0,Monday,MAA
ZXWRYK,1,10/31/13,10/31/13,10/31/13,35,0,0,40.02,0,1,0,0,Thursday,DEL
4Z3YLG,0,10/31/13,11/1/13,11/1/13,20,15,5,37.36,0,1,0,0,Thursday,BLR
ZSM7GZ,1,10/31/13,12/3/13,12/3/13,39,7.692307692,5.128205128,30,0,1,0,0,Thursday,MAA
Y3RVDG,1,10/31/13,11/5/13,11/5/13,24,70.83333333,4.166666667,40.02,0,1,0,0,Friday,BOM
AEDRBE,1,10/31/13,11/2/13,11/2/13,30,30,3.333333333,49.8,0,1,0,0,Monday,BLR
MVZAZV,1,10/31/13,10/31/13,10/31/13,25,56,4,40.02,0,1,1,0,Tuesday,BOM
FFYMWN,1,10/31/13,10/31/13,1/12/14,37,48.64864865,27.02702703,42.37,0.082191781,1,1,0,Monday,DEL
SUKLTT,1,10/31/13,11/10/13,11/10/13,34,5.882352941,2.941176471,52.17,0,1,0,0,Tuesday,MAA
HPMUC8,1,10/31/13,10/31/13,11/28/13,34,5.882352941,0,49.42,0.107142857,1,0,1,Saturday,BLR
ULH66H,1,10/29/13,10/31/13,12/12/13,29,48.27586207,20.68965517,24.92,0.214285714,0,0,0,Friday,BOM
Q2X5DL,1,10/31/13,10/31/13,10/31/13,35,2.857142857,0,70.9,0,1,0,0,Friday,BOM
AWF6K3,1,10/31/13,11/5/13,11/5/13,31,6.451612903,3.225806452,90.7,0,1,0,0,Wednesday,MAA
MSBURL,1,10/31/13,10/31/13,10/31/13,34,0,0,40.02,0,1,0,0,Monday,DEL
PF2D2Q,1,10/31/13,11/6/13,12/29/13,29,27.5862069,13.79310345,16.35,0.132075472,1,0,1,Monday,MAA
584Q89,1,10/31/13,10/31/13,10/31/13,28,35.71428571,0,41.31,0,1,1,0,Friday,BOM
HR56ZU,1,10/31/13,11/5/13,11/5/13,31,3.225806452,3.225806452,28.1,0,1,0,0,Wednesday,MAA
Z4HXN5,0,10/31/13,10/31/13,10/31/13,20,15,0,13.25,0,1,0,0,Friday,MAA
RUJYGN,1,10/31/13,11/1/13,12/22/13,36,63.88888889,8.333333333,37.94,0.058823529,1,1,0,Monday,DEL
7WV3JX,1,10/31/13,10/31/13,1/13/14,33,48.48484848,6.060606061,69.06,0.054054054,1,1,0,Tuesday,BOM
ZUVBED,1,10/29/13,1/14/14,1/14/14,34,38.23529412,26.47058824,69.11,0,1,1,0,Thursday,DEL
S5UDE4,0,10/31/13,10/31/13,10/31/13,1,100,0,40.02,0,1,0,0,Friday,MAA
Y4R7HS,1,10/31/13,10/31/13,11/25/13,32,15.625,12.5,128.54,0.12,1,0,0,Tuesday,DEL
UZU7U9,0,10/31/13,11/8/13,11/20/13,34,20.58823529,0,48.06,0.166666667,1,0,0,Thursday,BLR
W9AAS7,0,10/31/13,10/31/13,10/31/13,6,83.33333333,0,40.02,0,1,0,0,Thursday,MAA
KGM5KV,1,10/31/13,11/3/13,11/3/13,33,3.03030303,3.03030303,39.94,0,1,0,0,Thursday,MAA
JJ6VDU,0,10/31/13,10/31/13,10/31/13,19,5.263157895,5.263157895,186.86,0,1,0,0,Friday,DEL
3P8S36,0,10/31/13,10/31/13,10/31/13,3,100,0,40,0,0,1,0,Tuesday,MAA
FYCR8V,1,10/31/13,10/31/13,1/16/14,40,57.5,10,208.14,0.142857143,1,0,1,Saturday,MAA
GQ4XAL,0,10/31/13,10/31/13,10/31/13,21,9.523809524,4.761904762,39.97,0,1,0,0,Friday,BOM
6HVVV8,1,10/31/13,10/31/13,10/31/13,22,95.45454545,0,39.97,0,1,1,0,Friday,BOM
DEHQSJ,1,10/31/13,11/1/13,11/17/13,34,32.35294118,5.882352941,88.93,0.125,1,1,0,Monday,BOM
VSSWZT,1,10/31/13,1/1/14,1/1/14,35,34.28571429,5.714285714,63,0,1,0,0,Friday,MAA
8S55JC,1,10/30/13,10/31/13,10/31/13,30,6.666666667,0,39.97,0,1,1,0,Friday,BOM
GEXVW3,1,10/31/13,10/31/13,10/31/13,28,28.57142857,14.28571429,39.97,0,1,1,0,Friday,BOM
S8LVPP,1,10/31/13,10/31/13,11/18/13,30,3.333333333,0,59.55,0.166666667,1,0,0,Tuesday,MAA
UUBVAX,1,10/31/13,11/13/13,11/13/13,29,62.06896552,6.896551724,74.4,0,1,0,0,Thursday,BLR
WK337H,1,11/1/13,11/8/13,1/13/14,37,43.24324324,21.62162162,65.65,0.03030303,1,0,0,Tuesday,MAA
93R4KP,1,11/3/13,12/1/13,1/5/14,35,37.14285714,14.28571429,57.3,0.114285714,1,0,0,Tuesday,MAA
KPPZWE,1,11/17/13,12/2/13,1/5/14,40,20,12.5,47.53,0.088235294,1,0,0,Tuesday,MAA
K84G5F,1,1/6/14,1/6/14,1/6/14,35,28.57142857,8.571428571,160.34,0,1,0,1,Thursday,MAA
LSU4CT,1,10/31/13,10/31/13,10/31/13,21,42.85714286,9.523809524,40.02,0,1,0,0,Friday,BOM
FDGQY6,1,10/31/13,10/31/13,10/31/13,36,0,0,39.97,0,1,0,0,Friday,BOM
DP9T86,1,10/31/13,10/31/13,10/31/13,38,23.68421053,0,52.31,0,1,0,0,Monday,BOM
YWE7JL,1,10/31/13,11/24/13,11/24/13,36,36.11111111,8.333333333,56.76,0,1,0,0,Tuesday,MAA
AYGJVG,0,10/31/13,10/31/13,10/31/13,18,16.66666667,0,40,0,1,0,0,Thursday,MAA
N2CYK6,1,10/31/13,10/31/13,10/31/13,31,0,0,39.97,0,1,0,0,Wednesday,BOM
L4ZMZ8,1,10/31/13,11/11/13,1/1/14,29,68.96551724,13.79310345,101.07,0.078431373,1,0,0,Monday,MAA
K7UTFF,1,10/31/13,10/31/13,10/31/13,20,5,5,40.02,0,1,0,0,Monday,BOM
NZWEMG,0,10/31/13,10/31/13,10/31/13,6,33.33333333,0,40.02,0,1,0,0,Tuesday,DEL
5LSNKD,1,10/31/13,11/11/13,11/11/13,27,55.55555556,3.703703704,73.57,0,1,0,0,Tuesday,MAA
9K7U6F,0,9/17/13,10/31/13,10/31/13,12,0,0,58.2,0,1,0,0,Friday,DEL
9869U2,1,10/31/13,11/2/13,11/7/13,29,3.448275862,3.448275862,347.35,0.4,1,0,0,Thursday,DEL
B779S4,1,10/31/13,10/31/13,10/31/13,33,9.090909091,3.03030303,40.02,0,1,0,0,Friday,BOM
LRWSG5,1,10/31/13,10/31/13,11/17/13,36,27.77777778,16.66666667,47.5,0.176470588,1,1,0,Monday,BOM
KUKHFX,1,10/30/13,10/31/13,10/31/13,31,0,0,40.02,0,1,0,0,Monday,BOM
58GZHG,1,10/31/13,10/31/13,10/31/13,33,0,0,39.97,0,1,0,0,Monday,BOM
HQBMSV,1,9/7/13,11/5/13,11/5/13,27,11.11111111,3.703703704,40.02,0,1,0,0,Thursday,MAA
PJ3M7V,1,10/31/13,10/31/13,10/31/13,23,13.04347826,0,50.93,0,1,0,0,Saturday,MAA
CSXHH7,1,10/31/13,10/31/13,1/19/14,28,25,14.28571429,206.15,0.025,1,0,0,Monday,BOM
6D55VU,1,10/31/13,10/31/13,10/31/13,40,5,2.5,39.97,0,1,0,0,Monday,BOM
BC4PHZ,0,10/31/13,10/31/13,10/31/13,0,0,0,40,0,1,0,0,Friday,MAA
RK6B2V,1,10/31/13,12/5/13,12/5/13,38,5.263157895,0,40.02,0,1,0,0,Monday,BOM
P59MQH,1,10/31/13,10/31/13,10/31/13,25,100,4,40.2,0,1,0,0,Tuesday,BOM
SKZNZY,1,10/31/13,10/31/13,10/31/13,37,0,0,39.97,0,1,0,0,Friday,BOM
83HW7H,1,10/31/13,11/1/13,11/1/13,31,6.451612903,0,39.97,0,1,0,0,Tuesday,BOM
ZSXCUM,1,10/2/13,10/31/13,10/31/13,30,36.66666667,3.333333333,39.97,0,1,1,0,Monday,BOM
8APL77,0,10/31/13,11/1/13,11/1/13,0,0,0,80.37,0,1,0,0,Monday,BLR
6ZC5B9,1,11/1/13,11/1/13,11/1/13,37,2.702702703,0,39.97,0,1,0,0,Wednesday,BOM
2G5VSA,1,11/1/13,11/1/13,11/1/13,32,0,0,40.02,0,1,1,0,Thursday,DEL
CMQJTD,1,11/1/13,11/1/13,11/1/13,31,0,0,39.97,0,1,0,0,Monday,BOM
ADFPMM,1,11/1/13,11/1/13,11/1/13,30,0,0,39.97,0,1,0,0,Wednesday,BOM
E2V5QT,0,11/1/13,11/1/13,11/11/13,1,100,0,35.39,0.2,1,0,0,Tuesday,BOM
NEQ2GN,1,11/1/13,11/1/13,11/1/13,35,2.857142857,2.857142857,40.02,0,1,0,0,Monday,BOM
GZM9EJ,1,11/1/13,11/1/13,11/1/13,10,100,10,40,0,1,1,0,Monday,MAA
MS68AG,1,10/31/13,11/1/13,11/1/13,27,3.703703704,0,40,0,1,0,0,Monday,MAA
AGK75U,1,11/1/13,11/1/13,11/1/13,32,3.125,0,40.02,0,1,0,0,Monday,DEL
4R5Q87,1,11/1/13,11/1/13,1/19/14,39,20.51282051,7.692307692,70.66,0.075949367,1,0,0,Monday,MAA
PA8QER,0,11/1/13,11/1/13,11/1/13,30,40,0,40.02,0,1,0,0,Monday,DEL
T7GCXJ,1,11/1/13,11/1/13,11/1/13,30,43.33333333,6.666666667,40.02,0,1,0,0,Monday,DEL
EY2C4F,1,10/11/13,11/12/13,11/12/13,32,0,0,40.02,0,1,0,0,Thursday,DEL
7W4QAF,1,11/1/13,11/1/13,1/6/14,41,17.07317073,9.756097561,37.52,0.075757576,1,1,1,Tuesday,BOM
NMWTKT,1,11/1/13,11/1/13,1/7/14,36,11.11111111,11.11111111,37.52,0.074626866,1,1,1,Wednesday,BOM
U5ERWF,1,11/1/13,11/1/13,11/1/13,31,6.451612903,3.225806452,40.02,0,1,0,0,Wednesday,BOM
QPSHZ4,1,11/1/13,11/2/13,11/2/13,26,30.76923077,3.846153846,40.02,0,1,0,0,Monday,DEL
FRJANX,1,11/1/13,11/1/13,11/1/13,22,95.45454545,18.18181818,40.02,0,1,0,0,Wednesday,DEL
H9J45X,1,11/1/13,11/1/13,11/1/13,31,6.451612903,0,57.86,0,1,0,0,Monday,BOM
GGZFDK,1,11/1/13,12/1/13,12/1/13,37,2.702702703,0,49.43,0,1,0,0,Monday,DEL
FZ49SN,1,11/1/13,11/1/13,12/8/13,32,6.25,0,37.94,0.081081081,1,0,0,Wednesday,DEL
NXMSHT,1,11/8/13,11/8/13,11/8/13,34,35.29411765,8.823529412,40,0,1,1,0,Thursday,MAA
Y9A6PC,1,11/1/13,11/1/13,11/1/13,33,9.090909091,3.03030303,53.08,0,1,1,0,Tuesday,DEL
V93EPD,1,11/1/13,11/1/13,11/1/13,24,75,12.5,40.02,0,1,0,0,Monday,DEL
UCAXTG,1,10/11/13,11/1/13,11/1/13,41,0,0,39.97,0,1,0,0,Monday,BOM
SACSY2,1,11/1/13,11/3/13,11/3/13,30,20,3.333333333,38.48,0,1,0,0,Thursday,DEL
PX6FPS,0,10/28/13,11/1/13,11/1/13,22,13.63636364,4.545454545,57.29,0,1,0,0,Monday,BOM
WG55HD,0,11/1/13,11/1/13,11/1/13,2,50,0,39.97,0,1,0,0,Wednesday,BOM
3WTY3N,1,11/1/13,11/9/13,12/2/13,26,50,11.53846154,85.16,0.086956522,1,0,0,Monday,MAA
MTDLKY,1,10/31/13,11/1/13,1/19/14,35,40,11.42857143,139.58,0.101265823,1,0,1,Tuesday,MAA
XTUYVS,1,11/1/13,11/3/13,1/16/14,40,50,30,48.75,0.094594595,1,1,0,Saturday,BLR
SWZGXZ,1,11/1/13,11/1/13,11/1/13,30,0,0,39.97,0,1,1,0,Monday,BOM
Y38DL2,1,11/1/13,11/1/13,11/1/13,33,21.21212121,3.03030303,40.02,0,1,0,0,Tuesday,BOM
TGP6TJ,1,11/1/13,11/17/13,11/17/13,31,35.48387097,3.225806452,46.99,0,1,0,0,Monday,MAA
L49BWN,1,11/1/13,11/1/13,12/2/13,31,22.58064516,16.12903226,35.39,0.064516129,1,0,0,Tuesday,DEL
J326A8,1,11/1/13,11/28/13,11/28/13,35,22.85714286,11.42857143,83.02,0,1,0,0,Friday,MAA
DCSMQS,1,11/1/13,1/16/14,1/16/14,31,12.90322581,6.451612903,77.93,0,1,0,0,Friday,MAA
TP4PRD,1,10/10/13,11/1/13,1/5/14,27,77.77777778,22.22222222,34.82,0.046153846,1,1,0,Monday,BOM
M7SRL9,1,11/1/13,11/1/13,1/6/14,31,45.16129032,9.677419355,12.1,0.060606061,1,0,0,Tuesday,MAA
BA6GPS,1,11/1/13,11/6/13,11/6/13,31,32.25806452,12.90322581,40.92,0,1,0,0,Thursday,MAA
JKWY6Y,1,11/1/13,11/1/13,11/1/13,27,44.44444444,18.51851852,40.02,0,1,1,0,Thursday,BOM
7GZ4NC,1,10/28/13,12/20/13,12/20/13,36,27.77777778,13.88888889,40.02,0,1,0,0,Monday,DEL
76L88C,1,11/1/13,11/1/13,12/18/13,30,46.66666667,20,51.56,0.063829787,1,0,0,Monday,BOM
KDPSE5,1,11/1/13,11/1/13,11/1/13,31,3.225806452,0,40.02,0,1,0,0,Monday,BOM
35BFTL,1,11/1/13,11/1/13,11/1/13,30,30,10,41.59,0,1,0,0,Monday,MAA
NHCMW8,1,11/1/13,11/1/13,11/1/13,35,20,2.857142857,40.02,0,1,0,0,Friday,DEL
QM98VQ,1,11/1/13,11/24/13,11/24/13,39,7.692307692,2.564102564,59.72,0,1,0,0,Monday,DEL
LXABYL,1,11/1/13,11/1/13,11/1/13,26,61.53846154,3.846153846,40.02,0,1,0,0,Monday,BOM
64B2E7,1,11/1/13,11/20/13,11/20/13,36,8.333333333,2.777777778,102.15,0,1,0,0,Thursday,DEL
RCQDVR,1,9/13/13,11/3/13,1/16/14,36,97.22222222,16.66666667,80.17,0.121621622,1,0,0,Monday,MAA
T3S3KZ,0,10/13/13,11/1/13,11/1/13,21,9.523809524,0,41.7,0,1,0,0,Tuesday,MAA
FGD959,1,11/1/13,11/24/13,11/24/13,39,17.94871795,5.128205128,81.23,0,1,0,0,Monday,DEL
W9TUZB,1,11/1/13,11/7/13,11/7/13,36,0,0,39.97,0,1,0,0,Monday,BOM
QKPJWA,1,11/1/13,11/6/13,11/6/13,34,32.35294118,5.882352941,138.94,0,1,1,0,Thursday,MAA
7EWSUQ,1,10/29/13,11/1/13,11/1/13,33,9.090909091,0,40.02,0,1,0,0,Monday,BOM
VR5HG2,1,11/1/13,11/1/13,1/9/14,38,23.68421053,10.52631579,134.18,0.043478261,1,0,0,Monday,DEL
BYNFHC,1,11/1/13,11/1/13,11/1/13,32,6.25,3.125,40,0,1,0,0,Tuesday,MAA
ZK6WYT,1,11/1/13,11/1/13,11/1/13,11,72.72727273,18.18181818,40.02,0,1,0,0,Thursday,BOM
53AJRB,1,11/1/13,11/1/13,11/1/13,28,14.28571429,7.142857143,40.25,0,1,0,0,Monday,BOM
E8SQH9,1,11/1/13,11/3/13,11/3/13,32,9.375,6.25,115.95,0,1,0,0,Monday,MAA
XJ529B,0,11/1/13,11/3/13,11/3/13,7,71.42857143,14.28571429,30.49,0,1,0,0,Friday,MAA
8JEENF,1,11/1/13,11/1/13,11/1/13,33,0,0,40.02,0,1,0,0,Wednesday,BOM
RGRBAY,1,11/1/13,11/3/13,11/3/13,22,54.54545455,4.545454545,38.4,0,1,0,0,Tuesday,MAA
PVCH7H,1,11/1/13,11/1/13,11/7/13,30,0,0,26.38,0.333333333,1,1,0,Wednesday,BOM
JVVQU7,1,11/1/13,11/1/13,11/1/13,31,16.12903226,3.225806452,46.82,0,1,0,0,Thursday,BOM
FLPT56,1,10/12/13,11/1/13,11/1/13,29,3.448275862,0,55.6,0,1,0,0,Monday,MAA
UC78JL,1,11/1/13,12/2/13,1/16/14,36,52.77777778,22.22222222,43,0.044444444,1,1,0,Friday,MAA
BXKUBR,0,11/1/13,11/1/13,11/1/13,3,100,33.33333333,40.02,0,1,0,0,Monday,MAA
LK223Y,0,11/1/13,11/1/13,11/1/13,0,0,0,40.02,0,1,0,0,Tuesday,BOM
HD6XRQ,1,11/1/13,11/1/13,11/1/13,25,64,4,40.02,0,1,0,0,Thursday,DEL
W96RB2,1,11/1/13,11/1/13,11/1/13,20,40,5,55.68,0,1,1,0,Monday,MAA
V9KTD2,1,11/1/13,11/1/13,11/1/13,40,2.5,2.5,40.02,0,1,0,0,Monday,BOM
SZUMM3,1,11/1/13,11/1/13,11/17/13,41,46.34146341,2.43902439,38.46,0.125,1,0,0,Tuesday,MAA
UT8EL4,0,9/25/13,11/2/13,11/10/13,1,0,0,32.78,0.25,1,0,0,Friday,MAA
K8K4Z9,1,11/1/13,11/1/13,11/1/13,13,61.53846154,0,40.02,0,1,0,0,Thursday,DEL
PTGXKK,1,12/27/13,12/27/13,12/27/13,35,8.571428571,5.714285714,63.81,0,1,0,0,Monday,MAA
R2Z8Y9,1,11/1/13,11/14/13,1/9/14,39,10.25641026,5.128205128,46.14,0.035714286,1,0,0,Friday,MAA
CNB6PU,1,10/29/13,11/1/13,11/1/13,40,17.5,0,39.97,0,1,0,0,Monday,BOM
HXANW7,1,11/1/13,12/13/13,12/13/13,41,7.317073171,2.43902439,63.58,0,1,1,1,Monday,BOM
V45BQR,1,11/1/13,11/1/13,11/1/13,31,16.12903226,3.225806452,40.02,0,1,0,0,Thursday,BOM
ZKR9UA,1,11/1/13,11/1/13,11/1/13,28,14.28571429,7.142857143,40.02,0,1,0,0,Monday,DEL
WYNCX2,1,11/1/13,11/1/13,11/17/13,25,76,4,46.6,0.125,0,1,0,Monday,DEL
SUWQPF,1,11/1/13,1/12/14,1/12/14,10,60,0,89.5,0,1,1,1,Monday,BOM
JHH9VK,1,11/1/13,11/1/13,11/1/13,30,3.333333333,0,53.41,0,1,0,0,Wednesday,BOM
WLXSVF,1,11/1/13,11/1/13,11/1/13,32,15.625,3.125,40.02,0,1,0,0,Tuesday,BOM
K7XLXH,1,11/1/13,11/1/13,11/1/13,35,0,0,40.02,0,1,0,0,Tuesday,BOM
QYKG4F,1,11/1/13,11/1/13,1/20/14,38,94.73684211,21.05263158,69.52,0.175,1,0,0,Tuesday,BOM
EZNX2J,0,11/1/13,11/1/13,11/1/13,4,75,50,40.02,0,1,1,0,Monday,BOM
FGC2SV,1,11/1/13,11/1/13,11/1/13,38,15.78947368,5.263157895,40.02,0,1,1,0,Monday,BOM
EF72CG,1,11/1/13,11/5/13,1/5/14,48,2.083333333,2.083333333,138.48,0.114754098,1,1,0,Thursday,BOM
G8B32W,1,11/1/13,11/1/13,11/1/13,31,64.51612903,3.225806452,40.02,0,1,0,0,Thursday,BOM
J9RDX6,1,11/1/13,11/1/13,11/1/13,31,3.225806452,0,39.97,0,1,0,0,Monday,BOM
BH4ZDJ,1,11/2/13,12/16/13,12/16/13,31,58.06451613,3.225806452,40.02,0,1,1,1,Wednesday,BOM
FFS4P6,1,11/2/13,11/3/13,11/3/13,25,64,32,40.02,0,1,1,0,Wednesday,BOM
UFSA3P,1,11/2/13,11/2/13,11/24/13,30,36.66666667,13.33333333,47.9,0.181818182,1,0,0,Monday,BOM
ZBH4K7,1,11/2/13,11/3/13,1/14/14,39,66.66666667,23.07692308,66.65,0.111111111,1,1,1,Tuesday,BOM
9ECEBU,1,11/1/13,11/2/13,11/2/13,31,0,0,25,0,1,0,1,Monday,MAA
GQLSFC,1,11/2/13,11/3/13,11/21/13,32,6.25,3.125,36.64,0.111111111,1,0,0,Thursday,BOM
W89CYU,1,11/2/13,12/5/13,12/5/13,38,31.57894737,7.894736842,49.6,0,1,0,0,Tuesday,BOM
WSXJXY,1,11/2/13,11/2/13,12/1/13,25,100,16,54.07,0.068965517,1,1,0,Wednesday,DEL
9B5V7M,1,11/2/13,11/2/13,11/2/13,29,10.34482759,0,70.89,0,1,0,0,Monday,BOM
P2YUR6,1,11/2/13,11/3/13,11/3/13,26,30.76923077,11.53846154,43.8,0,1,0,0,Monday,BOM
SXEEFA,1,11/2/13,11/20/13,11/20/13,39,48.71794872,7.692307692,40.2,0,1,1,0,Friday,DEL
ZKTAAN,1,11/2/13,11/3/13,12/23/13,37,62.16216216,13.51351351,70.12,0.04,1,0,0,Saturday,BLR
6DJ2ZS,1,11/2/13,11/2/13,11/2/13,31,3.225806452,3.225806452,98.87,0,1,0,0,Tuesday,BOM
UZFE6C,1,11/2/13,11/2/13,11/2/13,28,21.42857143,0,40.02,0,1,0,0,Monday,BOM
LGPZ48,1,11/2/13,11/11/13,11/11/13,28,32.14285714,28.57142857,42.52,0,1,0,0,Tuesday,MAA
8K5HW3,1,11/2/13,11/10/13,11/10/13,31,19.35483871,16.12903226,48.16,0,1,0,0,Monday,BLR
N99675,1,11/2/13,11/4/13,11/4/13,27,51.85185185,22.22222222,91.24,0,1,0,0,Wednesday,MAA
RZX3JD,1,11/2/13,11/4/13,11/4/13,33,24.24242424,9.090909091,91.13,0,1,0,1,Monday,MAA
P88FJB,1,11/2/13,11/13/13,11/13/13,35,5.714285714,5.714285714,51.02,0,1,0,0,Wednesday,MAA
VPRMQB,1,11/2/13,11/11/13,1/6/14,38,21.05263158,13.15789474,73.98,0.053571429,1,0,0,Tuesday,BOM
T55TZ3,1,11/2/13,11/4/13,11/4/13,32,6.25,3.125,54.08,0,1,0,0,Wednesday,BLR
PXNBEG,1,11/2/13,11/5/13,11/18/13,29,41.37931034,10.34482759,36.11,0.153846154,1,0,0,Wednesday,MAA
4GNQQL,1,11/2/13,11/3/13,11/3/13,28,42.85714286,0,49.67,0,1,0,0,Thursday,BOM
2T8H2C,1,11/2/13,11/18/13,11/18/13,35,14.28571429,11.42857143,32.79,0,1,0,0,Thursday,MAA
65C8XK,1,10/27/13,11/3/13,12/1/13,29,17.24137931,6.896551724,35.5,0.071428571,1,0,0,Monday,BOM
RPJVE8,1,11/2/13,11/3/13,11/7/13,19,42.10526316,21.05263158,33.26,0.5,1,0,0,Tuesday,BOM
WJ5XDS,1,11/2/13,11/5/13,11/5/13,32,12.5,3.125,95.05,0,1,0,0,Friday,MAA
SA5QL8,1,11/2/13,11/4/13,1/13/14,29,55.17241379,10.34482759,27.71,0.028571429,1,0,0,Wednesday,BLR
LWTRET,1,11/2/13,11/3/13,11/3/13,31,19.35483871,12.90322581,40.4,0,1,0,0,Friday,MAA
TEJWRZ,1,10/6/13,11/2/13,1/5/14,26,88.46153846,3.846153846,123.67,0.046875,1,0,0,Monday,DEL
T529P7,1,11/2/13,11/18/13,11/18/13,34,8.823529412,5.882352941,28.94,0,1,0,0,Tuesday,MAA
JMCBUW,1,11/2/13,11/2/13,11/2/13,26,26.92307692,7.692307692,40.25,0,1,0,0,Monday,DEL
3RTZ6T,1,11/2/13,11/2/13,11/2/13,35,8.571428571,0,40.25,0,1,0,0,Monday,DEL
5482BG,0,11/2/13,11/28/13,1/19/14,6,100,16.66666667,99.91,0.076923077,1,0,0,Monday,MAA
